,customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packetss,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol,Churn
21,1680-VDCWW,Male,36,12,Yes,DOCSIS,No,No,1,594.0,2087669,15201941.0,20269256.0,65239.65625,86986.20833333333,TOR,No
22,1066-JKSGK,Male,26,1,Yes,DOCSIS,No,No,1,604.5,1484138,10807163.0,14409551.0,46379.3125,61839.083333333336,OPENVPN,Yes
23,3638-WEABW,Female,57,58,Yes,FTTB,No,No,0,1797.0,3039925,22136058.0,29514744.0,94997.65625,126663.54166666667,YANDEX,No
24,6322-HRPFA,Male,59,49,Yes,FTTB,No,No,2,1788.0,2312357,16838069.0,22450760.0,72261.15625,96348.20833333333,TelegramChat,No
25,6865-JZNKO,Female,25,30,Yes,FTTB,No,No,2,1659.0,2159677,15726287.0,20968384.0,67489.90625,89986.54166666667,NETFLIX,No
26,6467-CHFZW,Male,58,47,Yes,DSL,Yes,Yes,2,2980.5,943564,6870823.0,9161098.0,29486.375,39315.166666666664,YANDEX,Yes
27,8665-UTDHZ,Male,29,1,No,FTTB,No,No,1,906.0,1441937,10499864.0,13999820.0,45060.53125,60080.708333333336,TWITCH,Yes
28,5248-YGIJN,Male,46,72,Yes,FTTB,Yes,Yes,0,2707.5,3140397,22867673.0,30490231.0,98137.40625,130849.875,SKYPE,No
29,8773-HHUOZ,Female,19,17,Yes,FTTB,Yes,Yes,0,1941.0,1594185,11608500.0,15478001.0,49818.28125,66424.375,APPLE_ITUNES,Yes
30,3841-NFECX,Female,22,71,Yes,DSL,No,No,0,2890.5,1980255,14419776.0,19226369.0,61882.96875,82510.625,UPNP,No
31,4929-XIHVW,Male,53,2,Yes,DSL,Yes,Yes,0,2865.0,2981298,21709149.0,28945533.0,93165.5625,124220.75,GOOGLE,No
32,6827-IEAUQ,Female,39,27,Yes,FTTB,No,No,2,1984.5,2639285,19218686.0,25624916.0,82477.65625,109970.20833333333,RDP,No
33,7310-EGVHZ,Male,22,1,Yes,DOCSIS,No,No,2,606.0,3168757,23074184.0,30765579.0,99023.65625,132031.54166666666,WIKIPEDIA,No
34,3413-BMNZE,Male,26,1,Yes,FTTB,No,No,0,1357.5,2565788,18683498.0,24911331.0,80180.875,106907.83333333333,HTTP,No
35,6234-RAAPL,Female,27,72,Yes,DSL,Yes,No,2,2997.0,2752051,20039823.0,26719765.0,86001.59375,114668.79166666667,MICROSOFT,No
36,6047-YHPVI,Male,42,5,Yes,DSL,No,No,2,2091.0,884759,6442618.0,8590158.0,27648.71875,36864.958333333336,POP3,Yes
37,6572-ADKRS,Female,43,46,Yes,DSL,No,No,1,2244.0,2704019,19690065.0,26253421.0,84500.59375,112667.45833333333,FTP,No
38,5380-WJKOV,Male,34,34,Yes,DSL,Yes,Yes,2,3190.5,1620849,11802662.0,15736883.0,50651.53125,67535.375,NFS,Yes
39,8168-UQWWF,Female,35,11,Yes,DSL,Yes,Yes,0,2935.5,1124096,8185417.0,10913890.0,35128.0,46837.333333333336,YANDEX,Yes
40,8865-TNMNX,Male,22,10,Yes,FTTB,No,No,1,1486.5,2698859,19652491.0,26203322.0,84339.34375,112452.45833333333,TWITTER,No
41,9489-DEDVP,Female,30,70,Yes,FTTB,Yes,No,2,2076.0,3142857,22885586.0,30514115.0,98214.28125,130952.375,GOOGLE,No
42,9867-JCZSP,Female,44,17,Yes,DOCSIS,No,No,2,622.5,2593934,18888450.0,25184601.0,81060.4375,108080.58333333333,YANDEX,No
43,4671-VJLCL,Female,38,63,Yes,FTTB,Yes,No,0,2395.5,2826865,20584602.0,27446137.0,88339.53125,117786.04166666667,HTTP,No
44,4080-IIARD,Female,29,13,Yes,FTTB,Yes,No,0,2286.0,3122247,22735508.0,30314012.0,97570.21875,130093.625,NFS,No
45,3714-NTNFO,Female,40,49,Yes,DSL,No,Yes,2,2535.0,3116877,22696405.0,30261874.0,97402.40625,129869.875,RDP,No
46,5948-UJZLF,Male,20,2,Yes,FTTB,No,No,1,1477.5,2618587,19067968.0,25423958.0,81830.84375,109107.79166666667,APPLE,No
47,7760-OYPDY,Female,53,2,Yes,DSL,Yes,No,2,2419.5,1830406,13328609.0,17771480.0,57200.1875,76266.91666666667,SSL_NO_CERT,Yes
48,7639-LIAYI,Male,18,52,Yes,FTTB,Yes,Yes,0,2392.5,3180613,23160517.0,30880689.0,99394.15625,132525.54166666666,HTTP,No
49,2954-PIBKO,Female,21,69,Yes,FTTB,No,No,0,1924.5,3226519,23494794.0,31326392.0,100828.71875,134438.29166666666,DNS,No
50,8012-SOUDQ,Female,21,43,Yes,DSL,Yes,No,1,2707.5,3182575,23174803.0,30899739.0,99455.46875,132607.29166666666,IMAP,No
51,9420-LOJKX,Female,37,15,Yes,DSL,Yes,Yes,0,2973.0,1894047,13792029.0,18389372.0,59188.96875,78918.625,HTTP,Yes
52,6575-SUVOI,Female,37,25,Yes,FTTB,Yes,No,1,2085.0,2070964,15080299.0,20107066.0,64717.625,86290.16666666667,FTP_DATA,No
53,7495-OOKFY,Female,29,8,Yes,DSL,No,No,2,2419.5,1633479,11894631.0,15859508.0,51046.21875,68061.625,YANDEX,Yes
54,4667-QONEA,Female,21,60,Yes,FTTB,No,Yes,0,2245.5,3167725,23066669.0,30755559.0,98991.40625,131988.54166666666,SKYPE,No
55,1658-BYGOY,Male,50,18,Yes,DSL,Yes,Yes,1,2863.5,1735617,12638377.0,16851170.0,54238.03125,72317.375,NetBIOS,Yes
56,8769-KKTPH,Female,44,63,Yes,DSL,Yes,Yes,2,2989.5,2535548,18463297.0,24617729.0,79235.875,105647.83333333333,SKYPE,No
57,5067-XJQFU,Male,62,66,Yes,DSL,Yes,Yes,0,3253.5,2188519,15936309.0,21248412.0,68391.21875,91188.29166666667,HTTP_PROXY,No
58,3957-SQXML,Female,38,34,Yes,DOCSIS,No,No,2,748.5,3009024,21911044.0,29214725.0,94032.0,125376.0,SSL,No
59,5954-BDFSG,Female,27,72,Yes,DSL,Yes,Yes,1,3225.0,2078453,15134832.0,20179777.0,64951.65625,86602.20833333333,MSSQL,No
60,0434-CSFON,Female,55,47,Yes,DSL,Yes,Yes,2,3015.0,2844382,20712157.0,27616210.0,88886.9375,118515.91666666667,STARCRAFT,No
61,1215-FIGMP,Male,39,60,Yes,DSL,Yes,No,0,2697.0,1957385,14253242.0,19004323.0,61168.28125,81557.70833333333,SMTP,No
62,0526-SXDJP,Male,45,72,No,FTTB,No,No,0,1263.0,2588936,18852056.0,25136076.0,80904.25,107872.33333333333,NFS,No
63,0557-ASKVU,Female,45,18,Yes,FTTB,No,No,0,1632.0,3167264,23063312.0,30751083.0,98977.0,131969.33333333334,ORACLE,No
64,5698-BQJOH,Female,55,9,Yes,DSL,Yes,Yes,0,2832.0,1236485,9003808.0,12005079.0,38640.15625,51520.208333333336,APPLE_ICLOUD,Yes
65,5122-CYFXA,Female,51,3,Yes,FTTB,Yes,Yes,1,2259.0,2615824,19047849.0,25397132.0,81744.5,108992.66666666667,FTP_DATA,No
66,8627-ZYGSZ,Male,57,47,Yes,DSL,No,No,2,2367.0,2295447,16714934.0,22286580.0,71732.71875,95643.625,HTTP,No
67,3410-YOQBQ,Female,61,31,Yes,FTTB,Yes,Yes,1,2376.0,3214582,23407871.0,31210496.0,100455.6875,133940.91666666666,SMTP,No
68,3170-NMYVV,Female,54,50,Yes,DOCSIS,No,No,1,604.5,3231899,23533970.0,31378627.0,100996.84375,134662.45833333334,WHATSAPP,No
69,7410-OIEDU,Male,49,10,Yes,DSL,No,No,2,2395.5,2655316,19335421.0,25780561.0,82978.625,110638.16666666667,WHATSAPP,No
70,2273-QCKXA,Male,49,1,Yes,FTTB,No,No,2,1471.5,3090594,22505018.0,30006692.0,96581.0625,128774.75,BitTorrent,No
71,0731-EBJQB,Female,53,52,Yes,DOCSIS,No,No,1,612.0,2014792,14671267.0,19561690.0,62962.25,83949.66666666667,NFS,No
72,1891-QRQSA,Male,51,64,Yes,DSL,Yes,Yes,2,3348.0,2772402,20188015.0,26917354.0,86637.5625,115516.75,OPENVPN,No
73,8028-PNXHQ,Male,22,62,Yes,DOCSIS,No,No,2,727.5,3141130,22873010.0,30497348.0,98160.3125,130880.41666666667,APPLE_ITUNES,No
74,5630-AHZIL,Female,24,3,Yes,FTTB,No,Yes,2,1935.0,2472987,18007741.0,24010322.0,77280.84375,103041.125,YANDEX,No
75,2673-CXQEU,Female,51,56,Yes,DSL,Yes,Yes,0,3315.0,2817048,20513117.0,27350823.0,88032.75,117377.0,WHATSAPP,No
76,6416-JNVRK,Female,21,46,Yes,FTTB,No,Yes,1,1669.5,2318484,16882685.0,22510247.0,72452.625,96603.5,MQTT,No
77,5590-ZSKRV,Female,36,8,Yes,FTTB,No,No,1,1639.5,2085919,15189198.0,20252265.0,65184.96875,86913.29166666667,WINDOWS_UPDATE,No
78,0191-ZHSKZ,Male,59,30,Yes,FTTB,Yes,Yes,0,2242.5,2240529,16315034.0,21753379.0,70016.53125,93355.375,DNS,No
79,3887-PBQAO,Female,19,45,Yes,DOCSIS,No,No,1,777.0,3003168,21868402.0,29157869.0,93849.0,125132.0,FTP,No
80,5919-TMRGD,Female,53,1,Yes,DSL,Yes,No,0,2380.5,1924204,14011625.0,18682168.0,60131.375,80175.16666666667,RDP,Yes
81,8108-UXRQN,Female,34,11,No,FTTB,Yes,Yes,1,1516.5,2132476,15528216.0,20704288.0,66639.875,88853.16666666667,ORACLE,No
82,9191-MYQKX,Female,46,7,Yes,DSL,No,No,1,2254.5,962318,7007385.0,9343181.0,30072.4375,40096.583333333336,DNS,Yes
83,9919-YLNNG,Female,28,42,Yes,DSL,Yes,Yes,1,3114.0,2956723,21530199.0,28706933.0,92397.59375,123196.79166666667,SSL,No
84,0318-ZOPWS,Female,59,49,Yes,DOCSIS,No,No,0,604.5,2303428,16773050.0,22364068.0,71982.125,95976.16666666667,YOUTUBE,No
85,4445-ZJNMU,Male,29,9,Yes,DSL,Yes,Yes,1,2979.0,3001352,21855178.0,29140238.0,93792.25,125056.33333333333,HTTP,No
86,4808-YNLEU,Female,24,35,Yes,FTTB,Yes,No,1,1864.5,2075381,15112463.0,20149951.0,64855.65625,86474.20833333333,TelegramChat,No
87,1862-QRWPE,Female,31,48,Yes,DOCSIS,No,No,0,619.5,3205675,23343012.0,31124017.0,100177.34375,133569.79166666666,FTP,No
88,2796-NNUFI,Female,41,46,Yes,DOCSIS,No,No,2,598.5,3019747,21989126.0,29318835.0,94367.09375,125822.79166666667,RDP,No
89,3016-KSVCP,Male,22,29,No,FTTB,Yes,No,1,1012.5,2751764,20037733.0,26716979.0,85992.625,114656.83333333333,APPLE,No
90,4767-HZZHQ,Male,62,30,Yes,DSL,No,No,0,2461.5,2288767,16666292.0,22221724.0,71523.96875,95365.29166666667,YANDEX,No
91,2424-WVHPL,Male,52,1,Yes,DSL,No,No,2,2241.0,1960055,14272684.0,19030247.0,61251.71875,81668.95833333333,IP_ICMP,No
92,7233-PAHHL,Male,35,66,Yes,FTTB,Yes,Yes,2,2520.0,2397975,17461521.0,23282028.0,74936.71875,99915.625,SSL_NO_CERT,No
93,6067-NGCEU,Female,23,65,Yes,DSL,Yes,Yes,1,3331.5,2099412,15287451.0,20383269.0,65606.625,87475.5,MICROSOFT,No
94,9848-JQJTX,Male,30,72,Yes,DSL,Yes,Yes,2,3027.0,3145961,22908188.0,30544252.0,98311.28125,131081.70833333334,OPENVPN,No
95,8637-XJIVR,Female,50,12,Yes,DSL,No,No,0,2368.5,901604,6565279.0,8753707.0,28175.125,37566.833333333336,SKYPE,Yes
96,9803-FTJCG,Male,43,71,Yes,FTTB,No,No,2,2005.5,2991939,21786634.0,29048847.0,93498.09375,124664.125,VIBER,No
97,0278-YXOOG,Male,23,5,Yes,DOCSIS,No,No,2,631.5,1722837,12545316.0,16727088.0,53838.65625,71784.875,ORACLE,Yes
98,3212-KXOCR,Male,36,52,Yes,DOCSIS,No,No,1,630.0,2111713,15377024.0,20502700.0,65991.03125,87988.04166666667,OPENVPN,No
99,4598-XLKNJ,Female,46,25,Yes,DSL,Yes,Yes,2,2955.0,1591811,11591213.0,15454952.0,49744.09375,66325.45833333333,WebDAV,Yes
100,6380-ARCEH,Male,31,1,Yes,DOCSIS,No,No,1,606.0,2970315,21629173.0,28838898.0,92822.34375,123763.125,SKYPE,No
101,3679-XASPY,Female,61,1,Yes,DOCSIS,No,No,1,583.5,2451758,17853156.0,23804209.0,76617.4375,102156.58333333333,APPLE_ICLOUD,No
102,7123-WQUHX,Male,27,38,Yes,DSL,Yes,No,2,2850.0,2073039,15095409.0,20127212.0,64782.46875,86376.625,HTTP,No
103,5386-THSLQ,Female,33,66,No,FTTB,Yes,No,2,1366.5,2769823,20169235.0,26892314.0,86556.96875,115409.29166666667,TWITCH,No
104,3192-NQECA,Male,46,68,Yes,DSL,Yes,Yes,0,3300.0,1041402,7583257.0,10111011.0,32543.8125,43391.75,TelegramChat,Yes
105,6180-YBIQI,Male,18,5,No,FTTB,No,No,1,729.0,2316830,16870641.0,22494188.0,72400.9375,96534.58333333333,UPNP,No
106,6728-DKUCO,Female,44,72,Yes,DSL,Yes,Yes,1,3124.5,2473405,18010785.0,24014381.0,77293.90625,103058.54166666667,SKYPE,No
107,9750-BOOHV,Female,42,32,No,FTTB,No,No,0,904.5,3155166,22975217.0,30633624.0,98598.9375,131465.25,GOOGLE,No
108,8597-CWYHH,Male,32,43,Yes,DSL,Yes,Yes,0,2830.5,2961712,21566528.0,28755372.0,92553.5,123404.66666666667,YANDEX,No
109,2848-YXSMW,Male,39,72,Yes,DOCSIS,No,No,1,582.0,2058698,14990981.0,19987975.0,64334.3125,85779.08333333333,SPOTIFY,No
110,0486-HECZI,Male,41,55,Yes,DSL,Yes,No,2,2902.5,1306415,9513023.0,12684032.0,40825.46875,54433.958333333336,WebDAV,Yes
111,4549-ZDQYY,Female,53,52,Yes,FTTB,No,No,0,1738.5,2038125,14841173.0,19788231.0,63691.40625,84921.875,GOOGLE_MAPS,No
112,5712-AHQNN,Female,29,43,Yes,DSL,Yes,No,1,2749.5,2333363,16991030.0,22654708.0,72917.59375,97223.45833333333,GOOGLE,No
113,4846-WHAFZ,Female,55,37,Yes,DSL,No,No,1,2295.0,730649,5320423.0,7093898.0,22832.78125,30443.708333333332,OFFICE_365,Yes
114,5256-SKJGO,Female,54,64,No,FTTB,Yes,Yes,1,1638.0,2393554,17429328.0,23239104.0,74798.5625,99731.41666666667,FTP,No
115,3071-VBYPO,Male,19,3,Yes,DSL,Yes,No,1,2695.5,2627175,19130504.0,25507339.0,82099.21875,109465.625,STARCRAFT,No
116,9560-BBZXK,Female,43,36,No,FTTB,No,No,1,931.5,3129541,22788622.0,30384829.0,97798.15625,130397.54166666667,TelegramChat,No
117,5299-RULOA,Female,26,10,Yes,DSL,Yes,Yes,1,3007.5,1567539,11414470.0,15219294.0,48985.59375,65314.125,HTTP,Yes
118,8402-OOOHJ,Female,54,41,Yes,DOCSIS,No,No,2,619.5,2153059,15678097.0,20904130.0,67283.09375,89710.79166666667,YANDEX,No
119,9445-ZUEQE,Male,52,27,Yes,DSL,No,No,0,2556.0,2502824,18225008.0,24300011.0,78213.25,104284.33333333333,WebDAV,No
120,1091-SOZGA,Female,38,56,Yes,DSL,Yes,Yes,0,2994.0,2116626,15412800.0,20550400.0,66144.5625,88192.75,TOR,No
121,2928-HLDBA,Female,32,6,Yes,DOCSIS,No,No,1,621.0,2220807,16171423.0,21561897.0,69400.21875,92533.625,TOR,No
122,0404-SWRVG,Male,20,3,Yes,DSL,No,No,2,2232.0,1415922,10310429.0,13747239.0,44247.5625,58996.75,HTTP,Yes
123,6497-TILVL,Female,53,7,Yes,FTTB,No,No,2,1521.0,3219278,23442067.0,31256089.0,100602.4375,134136.58333333334,POP3,No
124,7219-TLZHO,Female,59,4,Yes,DOCSIS,No,No,0,625.5,2243471,16336457.0,21781943.0,70108.46875,93477.95833333333,MQTT,No
125,4622-YNKIJ,Male,62,33,Yes,DSL,Yes,No,2,2668.5,2132631,15529345.0,20705793.0,66644.71875,88859.625,TWITCH,No
126,4412-YLTKF,Female,24,27,Yes,DSL,No,No,1,2341.5,1154651,8407911.0,11210549.0,36082.84375,48110.458333333336,YANDEX,Yes
127,6734-PSBAW,Male,24,72,Yes,DOCSIS,No,No,2,706.5,3057809,22266285.0,29688381.0,95556.53125,127408.70833333333,SKYPE,No
128,3930-ZGWVE,Male,44,1,Yes,DOCSIS,No,No,1,592.5,3202831,23322303.0,31096405.0,100088.46875,133451.29166666666,NTP,No
129,2639-UGMAZ,Male,30,71,No,FTTB,Yes,Yes,0,1693.5,2189591,15944115.0,21258820.0,68424.71875,91232.95833333333,NETFLIX,No
130,2876-GZYZC,Female,58,13,Yes,DSL,No,Yes,2,2578.5,2955504,21521323.0,28695098.0,92359.5,123146.0,TWITCH,No
131,6207-WIOLX,Female,29,25,No,FTTB,Yes,Yes,0,1758.0,1520905,11074892.0,14766523.0,47528.28125,63371.041666666664,SSH,Yes
132,8587-XYZSF,Male,39,67,Yes,FTTB,No,No,2,1516.5,2238610,16301060.0,21734747.0,69956.5625,93275.41666666667,SMTP,No
133,3091-FYHKI,Male,61,1,No,FTTB,No,Yes,2,1063.5,724102,5272749.0,7030333.0,22628.1875,30170.916666666668,TelegramChat,Yes
134,2372-HWUHI,Male,33,2,Yes,FTTB,No,No,1,1330.5,1810559,13184088.0,17578784.0,56579.96875,75439.95833333333,OFFICE_365,Yes
135,7799-LGRDP,Female,57,43,Yes,DOCSIS,No,No,2,771.0,2786031,20287258.0,27049678.0,87063.46875,116084.625,NETFLIX,No
136,7850-VWJUU,Female,63,23,Yes,DSL,No,No,2,2250.0,2800112,20389793.0,27186391.0,87503.5,116671.33333333333,NTP,No
137,3774-VBNXY,Female,53,64,Yes,DOCSIS,No,No,0,606.0,2850609,20757501.0,27676668.0,89081.53125,118775.375,MSSQL,No
138,6217-KDYWC,Male,24,57,Yes,DOCSIS,No,No,2,588.0,2009308,14631334.0,19508446.0,62790.875,83721.16666666667,APPLE,No
139,0390-DCFDQ,Female,25,1,Yes,DSL,No,No,2,2113.5,1464009,10660588.0,14214118.0,45750.28125,61000.375,HTTP,Yes
140,3146-MSEGF,Female,41,72,Yes,FTTB,Yes,Yes,0,2641.5,1961606,14283978.0,19045305.0,61300.1875,81733.58333333333,SSH,No
141,4080-OGPJL,Female,41,8,Yes,FTTB,No,Yes,0,2134.5,1430385,10415745.0,13887661.0,44699.53125,59599.375,ORACLE,Yes
142,1095-WGNGG,Female,19,61,Yes,DSL,Yes,Yes,0,3031.5,2474760,18020652.0,24027536.0,77336.25,103115.0,APPLE_ITUNES,No
143,2636-SJDOU,Male,43,64,Yes,DSL,No,No,1,2529.0,2312839,16841579.0,22455440.0,72276.21875,96368.29166666667,MSSQL,No
144,1131-QQZEB,Male,30,71,Yes,DOCSIS,No,No,0,718.5,3032311,22080614.0,29440820.0,94759.71875,126346.29166666667,WebDAV,No
145,5716-EZXZN,Female,44,65,Yes,DSL,Yes,No,2,2971.5,2805016,20425503.0,27234004.0,87656.75,116875.66666666667,NetBIOS,No
146,6837-BJYDQ,Male,39,3,Yes,DOCSIS,No,No,2,588.0,1997700,14546807.0,19395743.0,62428.125,83237.5,TEAMVIEWER,No
147,2135-RXIHG,Male,50,1,Yes,FTTB,No,No,2,1369.5,1208645,8801084.0,11734779.0,37770.15625,50360.208333333336,IP_ICMP,Yes
148,6440-DKQGE,Male,18,30,Yes,FTTB,Yes,No,2,1935.0,1994297,14522027.0,19362703.0,62321.78125,83095.70833333333,SSH,No
149,3466-BYAVD,Male,42,15,Yes,FTTB,No,Yes,0,2085.0,2641834,19237248.0,25649664.0,82557.3125,110076.41666666667,TelegramChat,No
150,3780-YVMFA,Female,19,8,Yes,FTTB,Yes,Yes,0,2056.5,2856447,20800012.0,27733350.0,89263.96875,119018.625,TOR,No
151,3874-EQOEP,Male,60,7,Yes,DSL,Yes,Yes,1,2850.0,960824,6996506.0,9328676.0,30025.75,40034.333333333336,APPLE,Yes
152,1679-JRFBR,Female,44,70,Yes,DSL,Yes,Yes,2,3244.5,2721892,19820212.0,26426950.0,85059.125,113412.16666666667,IAX,No
153,9073-ZZIAY,Male,56,62,Yes,FTTB,Yes,Yes,0,2583.0,2383577,17356678.0,23142237.0,74486.78125,99315.70833333333,HTTP_PROXY,No
154,3077-RSNTJ,Female,45,6,Yes,DOCSIS,No,No,1,591.0,2443294,17791523.0,23722032.0,76352.9375,101803.91666666667,RDP,No
155,6551-GNYDG,Female,58,14,Yes,DSL,No,Yes,2,2427.0,2018991,14701843.0,19602458.0,63093.46875,84124.625,MICROSOFT,No
156,9167-APMXZ,Female,42,22,Yes,DSL,Yes,No,1,2524.5,2633805,19178782.0,25571710.0,82306.40625,109741.875,IMAP,No
157,2749-CTKAJ,Male,25,22,Yes,DOCSIS,No,No,0,604.5,2870135,20899685.0,27866247.0,89691.71875,119588.95833333333,SKYPE,No
158,6371-NZYEG,Male,35,16,Yes,FTTB,Yes,No,1,1927.5,3006371,21891725.0,29188967.0,93949.09375,125265.45833333333,SSL_NO_CERT,No
159,7554-NEWDD,Male,50,10,Yes,DOCSIS,No,No,0,771.0,3212949,23395980.0,31194641.0,100404.65625,133872.875,HTTP,No
160,8992-VONJD,Female,58,13,Yes,FTTB,No,No,0,1680.0,2369872,17256881.0,23009175.0,74058.5,98744.66666666667,FTP_DATA,No
161,0867-MKZVY,Female,24,20,Yes,DSL,No,No,0,2472.0,905251,6591836.0,8789115.0,28289.09375,37718.791666666664,FACEBOOK,Yes
162,4482-EWFMI,Female,19,2,Yes,DSL,No,No,0,2091.0,2607244,18985371.0,25313829.0,81476.375,108635.16666666667,MICROSOFT,No
163,4648-YPBTM,Male,25,53,Yes,FTTB,No,Yes,1,2217.0,2778282,20230832.0,26974443.0,86821.3125,115761.75,UPNP,No
164,2907-ILJBN,Female,44,11,Yes,DOCSIS,No,No,1,618.0,1958567,14261849.0,19015800.0,61205.21875,81606.95833333333,TelegramChat,No
165,6345-FZOQH,Male,32,69,Yes,DOCSIS,No,No,0,597.0,2158605,15718481.0,20957976.0,67456.40625,89941.875,IP_ICMP,No
166,3376-BMGFE,Female,46,4,Yes,DSL,No,No,2,2127.0,790414,5755619.0,7674159.0,24700.4375,32933.916666666664,FTP,Yes
167,5997-OPVFA,Male,58,72,Yes,FTTB,Yes,Yes,1,2671.5,2976476,21674036.0,28898716.0,93014.875,124019.83333333333,HTTP,No
168,3445-HXXGF,Male,63,58,No,FTTB,No,Yes,2,1359.0,1646669,11990677.0,15987570.0,51458.40625,68611.20833333333,STARCRAFT,Yes
169,1159-WFSGR,Female,28,16,Yes,DOCSIS,No,No,1,612.0,2428919,17686848.0,23582465.0,75903.71875,101204.95833333333,APPLE,No
170,7654-YWJUF,Male,64,43,Yes,DSL,No,No,2,2527.5,3035058,22100617.0,29467491.0,94845.5625,126460.75,HTTP,No
171,1875-QIVME,Female,60,2,Yes,DSL,Yes,Yes,2,3132.0,1626848,11846345.0,15795127.0,50839.0,67785.33333333333,HTTP_PROXY,Yes
172,6727-IOTLZ,Male,33,14,Yes,FTTB,Yes,Yes,1,2458.5,2286643,16650826.0,22201102.0,71457.59375,95276.79166666667,HTTP,No
173,0691-JVSYA,Female,34,53,Yes,DSL,Yes,Yes,1,2845.5,1947717,14182842.0,18910456.0,60866.15625,81154.875,GMAIL,Yes
174,5918-VUKWP,Female,62,32,Yes,DOCSIS,No,No,0,616.5,2758166,20084351.0,26779136.0,86192.6875,114923.58333333333,SMTP,No
175,1744-JHKYS,Female,43,34,Yes,DOCSIS,No,No,1,741.0,2655602,19337503.0,25783338.0,82987.5625,110650.08333333333,HTTP,No
176,2656-FMOKZ,Female,34,15,Yes,DSL,No,No,1,2233.5,1748187,12729909.0,16973212.0,54630.84375,72841.125,HTTP,Yes
177,2070-FNEXE,Female,35,7,Yes,DSL,No,No,1,2293.5,871622,6346957.0,8462610.0,27238.1875,36317.583333333336,RDP,Yes
