,customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packetss,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol,Churn
87,1862-QRWPE,Female,31,48,Yes,DOCSIS,No,No,0,619.5,854090.1,6219294.0,9328941.0,8896.771875,13345.1578125,FTP,No
88,2796-NNUFI,Female,41,46,Yes,DOCSIS,No,No,2,598.5,8679.6,63202.0,94804.0,90.4125,135.61875,RDP,No
89,3016-KSVCP,Male,22,29,No,FTTB,Yes,No,1,1012.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,APPLE,No
90,4767-HZZHQ,Male,62,30,Yes,DSL,No,No,0,2461.5,58416.9,425378.0,638068.0,608.509375,912.7640625,YANDEX,No
91,2424-WVHPL,Male,52,1,Yes,DSL,No,No,2,2241.0,2385.0,17367.0,26050.0,24.84375,37.265625,IP_ICMP,No
92,7233-PAHHL,Male,35,66,Yes,FTTB,Yes,Yes,2,2520.0,21928.5,159678.0,239517.0,228.421875,342.6328125,SSL_NO_CERT,No
93,6067-NGCEU,Female,23,65,Yes,DSL,Yes,Yes,1,3331.5,35669.1,259734.0,389601.0,371.553125,557.3296875,MICROSOFT,No
94,9848-JQJTX,Male,30,72,Yes,DSL,Yes,Yes,2,3027.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,OPENVPN,No
95,8637-XJIVR,Female,50,12,Yes,DSL,No,No,0,2368.5,31043.7,226053.0,339079.0,323.371875,485.0578125,SKYPE,Yes
96,9803-FTJCG,Male,43,71,Yes,FTTB,No,No,2,2005.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,VIBER,No
97,0278-YXOOG,Male,23,5,Yes,DOCSIS,No,No,2,631.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,ORACLE,Yes
98,3212-KXOCR,Male,36,52,Yes,DOCSIS,No,No,1,630.0,213.9,1557.0,2336.0,2.228125,3.3421875,OPENVPN,No
99,4598-XLKNJ,Female,46,25,Yes,DSL,Yes,Yes,2,2955.0,2190.9,15953.0,23930.0,22.821875,34.2328125,WebDAV,Yes
100,6380-ARCEH,Male,31,1,Yes,DOCSIS,No,No,1,606.0,30553.5,222483.0,333725.0,318.265625,477.3984375,SKYPE,No
101,3679-XASPY,Female,61,1,Yes,DOCSIS,No,No,1,583.5,2345132.1,17076730.0,25615096.0,24428.459375,36642.6890625,APPLE_ICLOUD,No
102,7123-WQUHX,Male,27,38,Yes,DSL,Yes,No,2,2850.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,HTTP,No
103,5386-THSLQ,Female,33,66,No,FTTB,Yes,No,2,1366.5,423910.5,3086822.0,4630233.0,4415.734375,6623.6015625,TWITCH,No
104,3192-NQECA,Male,46,68,Yes,DSL,Yes,Yes,0,3300.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,TelegramChat,Yes
105,6180-YBIQI,Male,18,5,No,FTTB,No,No,1,729.0,100401.9,731104.0,1096656.0,1045.853125,1568.7796875,UPNP,No
106,6728-DKUCO,Female,44,72,Yes,DSL,Yes,Yes,1,3124.5,264824.1,1928390.0,2892585.0,2758.5843749999995,4137.8765625,SKYPE,No
107,9750-BOOHV,Female,42,32,No,FTTB,No,No,0,904.5,541899.0,3945988.0,5918982.0,5644.78125,8467.171875,GOOGLE,No
108,8597-CWYHH,Male,32,43,Yes,DSL,Yes,Yes,0,2830.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,YANDEX,No
109,2848-YXSMW,Male,39,72,Yes,DOCSIS,No,No,1,582.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,SPOTIFY,No
110,0486-HECZI,Male,41,55,Yes,DSL,Yes,No,2,2902.5,212.4,1546.0,2319.0,2.2125,3.31875,WebDAV,Yes
111,4549-ZDQYY,Female,53,52,Yes,FTTB,No,No,0,1738.5,231.3,1684.0,2526.0,2.409375,3.6140625,GOOGLE_MAPS,No
112,5712-AHQNN,Female,29,43,Yes,DSL,Yes,No,1,2749.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,GOOGLE,No
113,4846-WHAFZ,Female,55,37,Yes,DSL,No,No,1,2295.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,OFFICE_365,Yes
114,5256-SKJGO,Female,54,64,No,FTTB,Yes,Yes,1,1638.0,160.2,1166.0,1749.0,1.6687499999999997,2.503125,FTP,No
115,3071-VBYPO,Male,19,3,Yes,DSL,Yes,No,1,2695.5,106.2,773.0,1159.0,1.10625,1.659375,STARCRAFT,No
116,9560-BBZXK,Female,43,36,No,FTTB,No,No,1,931.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,TelegramChat,No
117,5299-RULOA,Female,26,10,Yes,DSL,Yes,Yes,1,3007.5,96.0,699.0,1048.0,1.0,1.5,HTTP,Yes
118,8402-OOOHJ,Female,54,41,Yes,DOCSIS,No,No,2,619.5,2498714.1,18195080.0,27292621.0,26028.271875,39042.4078125,YANDEX,No
119,9445-ZUEQE,Male,52,27,Yes,DSL,No,No,0,2556.0,150510.6,1095984.0,1643977.0,1567.81875,2351.728125,WebDAV,No
120,1091-SOZGA,Female,38,56,Yes,DSL,Yes,Yes,0,2994.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,TOR,No
121,2928-HLDBA,Female,32,6,Yes,DOCSIS,No,No,1,621.0,121479.0,884583.0,1326874.0,1265.40625,1898.109375,TOR,No
122,0404-SWRVG,Male,20,3,Yes,DSL,No,No,2,2232.0,3560784.9,25928844.0,38893266.0,37091.509375,55637.2640625,HTTP,Yes
123,6497-TILVL,Female,53,7,Yes,FTTB,No,No,2,1521.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,POP3,No
124,7219-TLZHO,Female,59,4,Yes,DOCSIS,No,No,0,625.5,177246.6,1290670.0,1936005.0,1846.31875,2769.478125,MQTT,No
125,4622-YNKIJ,Male,62,33,Yes,DSL,Yes,No,2,2668.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,TWITCH,No
126,4412-YLTKF,Female,24,27,Yes,DSL,No,No,1,2341.5,166979.7,1215909.0,1823863.0,1739.3718750000003,2609.0578125,YANDEX,Yes
127,6734-PSBAW,Male,24,72,Yes,DOCSIS,No,No,2,706.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,SKYPE,No
128,3930-ZGWVE,Male,44,1,Yes,DOCSIS,No,No,1,592.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,NTP,No
129,2639-UGMAZ,Male,30,71,No,FTTB,Yes,Yes,0,1693.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,NETFLIX,No
130,2876-GZYZC,Female,58,13,Yes,DSL,No,Yes,2,2578.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,TWITCH,No
131,6207-WIOLX,Female,29,25,No,FTTB,Yes,Yes,0,1758.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,SSH,Yes
132,8587-XYZSF,Male,39,67,Yes,FTTB,No,No,2,1516.5,4052368.5,29508446.0,44262670.0,42212.171875,63318.2578125,SMTP,No
133,3091-FYHKI,Male,61,1,No,FTTB,No,Yes,2,1063.5,723567.9,5268860.0,7903290.0,7537.165625,11305.7484375,TelegramChat,Yes
134,2372-HWUHI,Male,33,2,Yes,FTTB,No,No,1,1330.5,1211713.8,8823430.0,13235145.0,12622.01875,18933.028125,OFFICE_365,Yes
135,7799-LGRDP,Female,57,43,Yes,DOCSIS,No,No,2,771.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,NETFLIX,No
136,7850-VWJUU,Female,63,23,Yes,DSL,No,No,2,2250.0,626.4,4561.0,6841.0,6.525,9.7875,NTP,No
137,3774-VBNXY,Female,53,64,Yes,DOCSIS,No,No,0,606.0,465.6,3390.0,5085.0,4.85,7.275,MSSQL,No
138,6217-KDYWC,Male,24,57,Yes,DOCSIS,No,No,2,588.0,380.4,2769.0,4154.0,3.9625,5.94375,APPLE,No
139,0390-DCFDQ,Female,25,1,Yes,DSL,No,No,2,2113.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,HTTP,Yes
140,3146-MSEGF,Female,41,72,Yes,FTTB,Yes,Yes,0,2641.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,SSH,No
141,4080-OGPJL,Female,41,8,Yes,FTTB,No,Yes,0,2134.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,ORACLE,Yes
142,1095-WGNGG,Female,19,61,Yes,DSL,Yes,Yes,0,3031.5,3074769.0,22389784.0,33584676.0,32028.84375,48043.265625,APPLE_ITUNES,No
143,2636-SJDOU,Male,43,64,Yes,DSL,No,No,1,2529.0,383570.7,2793076.0,4189614.0,3995.528125,5993.2921875,MSSQL,No
144,1131-QQZEB,Male,30,71,Yes,DOCSIS,No,No,0,718.5,3279217.2,23878530.0,35817796.0,34158.5125,51237.76875,WebDAV,No
145,5716-EZXZN,Female,44,65,Yes,DSL,Yes,No,2,2971.5,3194724.9,23263276.0,34894915.0,33278.384375,49917.5765625,NetBIOS,No
146,6837-BJYDQ,Male,39,3,Yes,DOCSIS,No,No,2,588.0,3187929.3,23213792.0,34820689.0,33207.596875,49811.3953125,TEAMVIEWER,No
147,2135-RXIHG,Male,50,1,Yes,FTTB,No,No,2,1369.5,151.2,1101.0,1651.0,1.5749999999999997,2.3625,IP_ICMP,Yes
148,6440-DKQGE,Male,18,30,Yes,FTTB,Yes,No,2,1935.0,206.1,1500.0,2251.0,2.146875,3.2203125,SSH,No
149,3466-BYAVD,Male,42,15,Yes,FTTB,No,Yes,0,2085.0,197.1,1435.0,2152.0,2.053125,3.0796875,TelegramChat,No
150,3780-YVMFA,Female,19,8,Yes,FTTB,Yes,Yes,0,2056.5,39846.9,290156.0,435234.0,415.071875,622.6078125,TOR,No
151,3874-EQOEP,Male,60,7,Yes,DSL,Yes,Yes,1,2850.0,3158475.6,22999317.0,34498976.0,32900.7875,49351.18125,APPLE,Yes
152,1679-JRFBR,Female,44,70,Yes,DSL,Yes,Yes,2,3244.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,IAX,No
153,9073-ZZIAY,Male,56,62,Yes,FTTB,Yes,Yes,0,2583.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,HTTP_PROXY,No
154,3077-RSNTJ,Female,45,6,Yes,DOCSIS,No,No,1,591.0,135242.1,984802.0,1477204.0,1408.771875,2113.1578125,RDP,No
155,6551-GNYDG,Female,58,14,Yes,DSL,No,Yes,2,2427.0,2991.3,21781.0,32672.0,31.159375,46.7390625,MICROSOFT,No
156,9167-APMXZ,Female,42,22,Yes,DSL,Yes,No,1,2524.5,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,IMAP,No
157,2749-CTKAJ,Male,25,22,Yes,DOCSIS,No,No,0,604.5,150.3,1094.0,1641.0,1.5656250000000003,2.3484375,SKYPE,No
158,6371-NZYEG,Male,35,16,Yes,FTTB,Yes,No,1,1927.5,100.8,734.0,1101.0,1.05,1.575,SSL_NO_CERT,No
159,7554-NEWDD,Male,50,10,Yes,DOCSIS,No,No,0,771.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,HTTP,No
160,8992-VONJD,Female,58,13,Yes,FTTB,No,No,0,1680.0,10.5,76.0,114.0,0.109375,0.1640625,FTP_DATA,No
161,0867-MKZVY,Female,24,20,Yes,DSL,No,No,0,2472.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,FACEBOOK,Yes
162,4482-EWFMI,Female,19,2,Yes,DSL,No,No,0,2091.0,269.7,1963.0,2945.0,2.809375,4.2140625,MICROSOFT,No
163,4648-YPBTM,Male,25,53,Yes,FTTB,No,Yes,1,2217.0,3133162.2,22814990.0,34222486.0,32637.10625,48955.659375,UPNP,No
164,2907-ILJBN,Female,44,11,Yes,DOCSIS,No,No,1,618.0,4446822.6,32380773.0,48571160.0,46321.06874999999,69481.603125,TelegramChat,No
165,6345-FZOQH,Male,32,69,Yes,DOCSIS,No,No,0,597.0,564714.0,4112121.0,6168182.0,5882.4375,8823.65625,IP_ICMP,No
166,3376-BMGFE,Female,46,4,Yes,DSL,No,No,2,2127.0,781159.5,5688229.0,8532344.0,8137.078125,12205.6171875,FTP,Yes
167,5997-OPVFA,Male,58,72,Yes,FTTB,Yes,Yes,1,2671.5,3123728.7,22746298.0,34119447.0,32538.840625,48808.2609375,HTTP,No
168,3445-HXXGF,Male,63,58,No,FTTB,No,Yes,2,1359.0,6100.8,44424.0,66637.0,63.55,95.325,STARCRAFT,Yes
169,1159-WFSGR,Female,28,16,Yes,DOCSIS,No,No,1,612.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,APPLE,No
170,7654-YWJUF,Male,64,43,Yes,DSL,No,No,2,2527.5,11138.4,81107.0,121661.0,116.025,174.0375,HTTP,No
171,1875-QIVME,Female,60,2,Yes,DSL,Yes,Yes,2,3132.0,1447530.977,10540598.0,15810898.0,15078.447677083332,22617.671515625,HTTP_PROXY,Yes
172,6727-IOTLZ,Male,33,14,Yes,FTTB,Yes,Yes,1,2458.5,3012601.2,21937092.0,32905638.0,31381.2625,47071.89375,HTTP,No
173,0691-JVSYA,Female,34,53,Yes,DSL,Yes,Yes,1,2845.5,351867.6,2562221.0,3843332.0,3665.2875,5497.93125,GMAIL,Yes
