,customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packetss,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol,Churn
17,9959-WOFKT,Male,39,71,Yes,DSL,Yes,Yes,0,3201.0,3760483800,24900,13200,42054900,2310300.0,SKINNY,No
18,4190-MFLUW,Female,29,10,Yes,FTTB,No,No,1,1656.0,273278400,1772700,1128300,0,0.0,OFFICE_365,Yes
19,4183-MYFRB,Female,21,21,Yes,DSL,No,Yes,2,2701.5,65100,1500,0,0,0.0,TEAMVIEWER,No
20,8779-QRDMV,Male,62,1,No,FTTB,No,Yes,1,1189.5,5577415500,119700,58800,193237500,11349600.0,EBAY,Yes
21,1680-VDCWW,Male,36,12,Yes,DOCSIS,No,No,1,594.0,82274559000,78600,32400,46266000,9201600.0,TOR,No
22,1066-JKSGK,Male,26,1,Yes,DOCSIS,No,No,1,604.5,7215900,1800,600,0,0.0,OPENVPN,Yes
23,3638-WEABW,Female,57,58,Yes,FTTB,No,No,0,1797.0,23100,600,0,0,0.0,YAHOO,No
24,6322-HRPFA,Male,59,49,Yes,FTTB,No,No,2,1788.0,3732600,2700,0,33300,0.0,TelegramChat,No
25,6865-JZNKO,Female,25,30,Yes,FTTB,No,No,2,1659.0,320078763958500,738627000,1040885100,75007877400,2303113635600.0,NETFLIX,No
26,6467-CHFZW,Male,58,47,Yes,DSL,Yes,Yes,2,2980.5,323614001537400,577038000,847929600,54580193700,1844506051200.0,DEEZER,Yes
27,8665-UTDHZ,Male,29,1,No,FTTB,No,No,1,906.0,297674271508800,619059300,796784400,35725199700,1667515363800.0,TWITCH,Yes
28,5248-YGIJN,Male,46,72,Yes,FTTB,Yes,Yes,0,2707.5,354836710628700,907234800,929267100,58095116700,1719107105400.0,UNENCRYPED_JABBER,No
29,8773-HHUOZ,Female,19,17,Yes,FTTB,Yes,Yes,0,1941.0,345001351686600,1147117200,1738503000,160303814700,2919534864600.0,APPLE_ITUNES,Yes
30,3841-NFECX,Female,22,71,Yes,DSL,No,No,0,2890.5,345616556772300,1193028900,2155857900,79512122700,3803585171100.0,UPNP,No
31,4929-XIHVW,Male,53,2,Yes,DSL,Yes,Yes,0,2865.0,177467072750400,1652196600,361914000,2698987183200,28536341700.0,GOOGLE,No
32,6827-IEAUQ,Female,39,27,Yes,FTTB,No,No,2,1984.5,172297505693700,801930000,273741300,1404014742300,49465695900.0,OPENSIGNAL,No
33,7310-EGVHZ,Male,22,1,Yes,DOCSIS,No,No,2,606.0,137762287589400,742858500,146715900,1190507001900,27876880500.0,WIKIPEDIA,No
34,3413-BMNZE,Male,26,1,Yes,FTTB,No,No,0,1357.5,110858427081000,428901300,240243300,387885200400,12503848800.0,HTTP,No
35,6234-RAAPL,Female,27,72,Yes,DSL,Yes,No,2,2997.0,116547167550600,347823000,200458200,403992398400,34848742800.0,MICROSOFT,No
36,6047-YHPVI,Male,42,5,Yes,DSL,No,No,2,2091.0,179068541044500,810994500,192080400,1138906495500,15912290100.0,POP3,Yes
37,6572-ADKRS,Female,43,46,Yes,DSL,No,No,1,2244.0,4246041072900,2228400,1454100,228095400,1709854800.0,EDONKEY,No
38,5380-WJKOV,Male,34,34,Yes,DSL,Yes,Yes,2,3190.5,13252578825900,14160600,7276500,681746700,18259906800.0,NFS,Yes
39,8168-UQWWF,Female,35,11,Yes,DSL,Yes,Yes,0,2935.5,10614888431400,9454500,4873500,472962000,10910046600.0,DEEZER,Yes
40,8865-TNMNX,Male,22,10,Yes,FTTB,No,No,1,1486.5,332202739500,666300,709200,48444300,771563400.0,TWITTER,No
41,9489-DEDVP,Female,30,70,Yes,FTTB,Yes,No,2,2076.0,18531296156100,12782400,17632800,795121800,46288240800.0,GOOGLE,No
42,9867-JCZSP,Female,44,17,Yes,DOCSIS,No,No,2,622.5,7040640912000,19735500,9123300,481304100,22758587700.0,WAZE,No
43,4671-VJLCL,Female,38,63,Yes,FTTB,Yes,No,0,2395.5,1289916275700,517200,177300,44721000,95291100.0,WHOIS_DAS,No
44,4080-IIARD,Female,29,13,Yes,FTTB,Yes,No,0,2286.0,6004211796600,3515100,1126800,185952000,1049591100.0,NFS,No
45,3714-NTNFO,Female,40,49,Yes,DSL,No,Yes,2,2535.0,2617790640600,840000,368100,80029500,254593800.0,OPENSIGNAL,No
46,5948-UJZLF,Male,20,2,Yes,FTTB,No,No,1,1477.5,6542049186600,3986100,945900,488286900,418412400.0,APPLE,No
47,7760-OYPDY,Female,53,2,Yes,DSL,Yes,No,2,2419.5,19237792200,12900,10800,551400,14869500.0,SSL_NO_CERT,Yes
48,7639-LIAYI,Male,18,52,Yes,FTTB,Yes,Yes,0,2392.5,5507438870400,4194300,4690800,355473000,10965679500.0,HTTP_CONNECT,No
49,2954-PIBKO,Female,21,69,Yes,FTTB,No,No,0,1924.5,5071294434900,981000,427200,168873600,172515600.0,DNS,No
50,8012-SOUDQ,Female,21,43,Yes,DSL,Yes,No,1,2707.5,8425847576100,17510100,1801800,525063600,3599066700.0,IMAP,No
51,9420-LOJKX,Female,37,15,Yes,DSL,Yes,Yes,0,2973.0,3134539679100,1663800,1396500,54893700,2845650600.0,CITRIX,Yes
52,6575-SUVOI,Female,37,25,Yes,FTTB,Yes,No,1,2085.0,10365965455800,3334200,3440700,318760800,4093969200.0,FTP_DATA,No
53,7495-OOKFY,Female,29,8,Yes,DSL,No,No,2,2419.5,1893129861300,826200,764700,100872300,1330329000.0,WAZE,Yes
54,4667-QONEA,Female,21,60,Yes,FTTB,No,Yes,0,2245.5,131563862700,144000,147600,16479600,61195500.0,SKYPE,No
55,1658-BYGOY,Male,50,18,Yes,DSL,Yes,Yes,1,2863.5,705602586300,429900,241500,39682800,351537000.0,NetBIOS,Yes
56,8769-KKTPH,Female,44,63,Yes,DSL,Yes,Yes,2,2989.5,7617045162600,2213400,2470800,186797700,2646616200.0,UNENCRYPED_JABBER,No
57,5067-XJQFU,Male,62,66,Yes,DSL,Yes,Yes,0,3253.5,235108609800,55500,24300,4131000,5563500.0,HTTP_PROXY,No
58,3957-SQXML,Female,38,34,Yes,DOCSIS,No,No,2,748.5,3366070762800,523200,411600,46036200,255443100.0,SSL,No
59,5954-BDFSG,Female,27,72,Yes,DSL,Yes,Yes,1,3225.0,10230691339800,2005500,1266900,178097400,315307800.0,MSSQL,No
60,0434-CSFON,Female,55,47,Yes,DSL,Yes,Yes,2,3015.0,842793900,3900,3000,242400,3430200.0,STARCRAFT,No
61,1215-FIGMP,Male,39,60,Yes,DSL,Yes,No,0,2697.0,1615843618200,2956500,1759200,107043600,5250646800.0,CLOUDFLARE,No
62,0526-SXDJP,Male,45,72,No,FTTB,No,No,0,1263.0,9325565865300,3230700,2763300,329648400,3573929400.0,NFS,No
63,0557-ASKVU,Female,45,18,Yes,FTTB,No,No,0,1632.0,3379071005100,820800,411900,371797200,49998600.0,ORACLE,No
64,5698-BQJOH,Female,55,9,Yes,DSL,Yes,Yes,0,2832.0,5668485751800,4697100,211200,423233700,223247100.0,APPLE_ICLOUD,Yes
65,5122-CYFXA,Female,51,3,Yes,FTTB,Yes,Yes,1,2259.0,5371965950400,7778100,5824200,221195400,14042631900.0,FTP_DATA,No
66,8627-ZYGSZ,Male,57,47,Yes,DSL,No,No,2,2367.0,7054971421500,7718700,2099700,365662800,2652368100.0,EBAY,No
67,3410-YOQBQ,Female,61,31,Yes,FTTB,Yes,Yes,1,2376.0,4220358623100,1893600,1514700,259355400,1804092000.0,CLOUDFLARE,No
68,3170-NMYVV,Female,54,50,Yes,DOCSIS,No,No,1,604.5,368604327000,387600,349200,41426100,383717700.0,WHATSAPP,No
69,7410-OIEDU,Male,49,10,Yes,DSL,No,No,2,2395.5,4736923465200,7514100,551700,377480700,639061200.0,WHATSAPP,No
70,2273-QCKXA,Male,49,1,Yes,FTTB,No,No,2,1471.5,2385885698700,1331400,383100,368305200,139059000.0,BitTorrent,No
71,0731-EBJQB,Female,53,52,Yes,DOCSIS,No,No,1,612.0,13564082598300,11193300,9071400,1508978700,11860518300.0,NFS,No
72,1891-QRQSA,Male,51,64,Yes,DSL,Yes,Yes,2,3348.0,566189754000,76200,90300,5770200,64886100.0,OPENVPN,No
73,8028-PNXHQ,Male,22,62,Yes,DOCSIS,No,No,2,727.5,3683590014900,1820700,952500,699486600,887246100.0,APPLE_ITUNES,No
74,5630-AHZIL,Female,24,3,Yes,FTTB,No,Yes,2,1935.0,5325170123700,13660200,5868300,470294100,14167628100.0,WAZE,No
75,2673-CXQEU,Female,51,56,Yes,DSL,Yes,Yes,0,3315.0,1046918852700,1548600,1436700,37095300,3357423900.0,WHATSAPP,No
76,6416-JNVRK,Female,21,46,Yes,FTTB,No,Yes,1,1669.5,10959127494300,68101200,110973300,871697700,232631042700.0,MQTT,No
77,5590-ZSKRV,Female,36,8,Yes,FTTB,No,No,1,1639.5,2473495562700,729300,722100,35391300,836213400.0,WINDOWS_UPDATE,No
78,0191-ZHSKZ,Male,59,30,Yes,FTTB,Yes,Yes,0,2242.5,9391069729500,14171700,8092800,1136822400,21558531000.0,DNS,No
79,3887-PBQAO,Female,19,45,Yes,DOCSIS,No,No,1,777.0,17799954600,600,1500,171900,0.0,EDONKEY,No
80,5919-TMRGD,Female,53,1,Yes,DSL,Yes,No,0,2380.5,381600,2400,2400,44400,10800.0,OPENSIGNAL,Yes
81,8108-UXRQN,Female,34,11,No,FTTB,Yes,Yes,1,1516.5,592321500,4500,2400,112500,351900.0,ORACLE,No
82,9191-MYQKX,Female,46,7,Yes,DSL,No,No,1,2254.5,45692700,1800,1200,0,100800.0,DNS,Yes
83,9919-YLNNG,Female,28,42,Yes,DSL,Yes,Yes,1,3114.0,515076320100,3993900,4386600,4723532400,0.0,SSL,No
84,0318-ZOPWS,Female,59,49,Yes,DOCSIS,No,No,0,604.5,110640000,2400,2700,373200,630000.0,YOUTUBE,No
85,4445-ZJNMU,Male,29,9,Yes,DSL,Yes,Yes,1,2979.0,999826880100,61800,71100,29924400,8330100.0,HTTP,No
86,4808-YNLEU,Female,24,35,Yes,FTTB,Yes,No,1,1864.5,4585930500,3300,2100,68400,1432200.0,TelegramChat,No
87,1862-QRWPE,Female,31,48,Yes,DOCSIS,No,No,0,619.5,854090100,27300,25500,20282100,3409500.0,EDONKEY,No
88,2796-NNUFI,Female,41,46,Yes,DOCSIS,No,No,2,598.5,8679600,4200,4200,285000,1126200.0,OPENSIGNAL,No
89,3016-KSVCP,Male,22,29,No,FTTB,Yes,No,1,1012.5,13810693500,2400,2100,329400,385800.0,APPLE,No
90,4767-HZZHQ,Male,62,30,Yes,DSL,No,No,0,2461.5,58416900,9000,6300,8932200,27000.0,YAHOO,No
91,2424-WVHPL,Male,52,1,Yes,DSL,No,No,2,2241.0,2385000,1800,2100,40200,5400.0,IP_ICMP,No
92,7233-PAHHL,Male,35,66,Yes,FTTB,Yes,Yes,2,2520.0,21928500,1800,1500,40200,5400.0,SSL_NO_CERT,No
93,6067-NGCEU,Female,23,65,Yes,DSL,Yes,Yes,1,3331.5,35669100,1200,1200,59700,261000.0,MICROSOFT,No
94,9848-JQJTX,Male,30,72,Yes,DSL,Yes,Yes,2,3027.0,19219227600,4200,3300,677400,1879200.0,OPENVPN,No
95,8637-XJIVR,Female,50,12,Yes,DSL,No,No,0,2368.5,31043700,9900,7500,3235500,556800.0,SKYPE,Yes
96,9803-FTJCG,Male,43,71,Yes,FTTB,No,No,2,2005.5,6354081300,3300,3900,489600,771000.0,OSCAR,No
97,0278-YXOOG,Male,23,5,Yes,DOCSIS,No,No,2,631.5,13803031800,3000,2400,328800,9000.0,ORACLE,Yes
98,3212-KXOCR,Male,36,52,Yes,DOCSIS,No,No,1,630.0,213900,1800,2100,40200,5400.0,OPENVPN,No
99,4598-XLKNJ,Female,46,25,Yes,DSL,Yes,Yes,2,2955.0,2190900,3600,4200,80400,14400.0,UBUNTUONE,Yes
100,6380-ARCEH,Male,31,1,Yes,DOCSIS,No,No,1,606.0,30553500,18300,35400,29811600,373500.0,SKYPE,No
101,3679-XASPY,Female,61,1,Yes,DOCSIS,No,No,1,583.5,2345132100,9300,7800,8535600,616500.0,APPLE_ICLOUD,No
102,7123-WQUHX,Male,27,38,Yes,DSL,Yes,No,2,2850.0,13809718800,3300,2700,1965600,334200.0,HTTP_CONNECT,No
103,5386-THSLQ,Female,33,66,No,FTTB,Yes,No,2,1366.5,423910500,6300,6900,2632200,3493200.0,TWITCH,No
104,3192-NQECA,Male,46,68,Yes,DSL,Yes,Yes,0,3300.0,5105778300,11400,9300,2646600,5424600.0,TelegramChat,Yes
105,6180-YBIQI,Male,18,5,No,FTTB,No,No,1,729.0,100401900,19200,18300,27468300,75600.0,UPNP,No
106,6728-DKUCO,Female,44,72,Yes,DSL,Yes,Yes,1,3124.5,264824100,1500,2100,63300,177000.0,SKYPE,No
107,9750-BOOHV,Female,42,32,No,FTTB,No,No,0,904.5,541899000,5700,6000,789000,437700.0,GOOGLE,No
108,8597-CWYHH,Male,32,43,Yes,DSL,Yes,Yes,0,2830.5,19173426300,1800,2100,1145100,106500.0,DEEZER,No
109,2848-YXSMW,Male,39,72,Yes,DOCSIS,No,No,1,582.0,8050566600,7200,9600,2959800,508800.0,SPOTIFY,No
110,0486-HECZI,Male,41,55,Yes,DSL,Yes,No,2,2902.5,212400,1800,1500,40200,9000.0,UBUNTUONE,Yes
111,4549-ZDQYY,Female,53,52,Yes,FTTB,No,No,0,1738.5,231300,1200,2100,27000,9000.0,EASYTAXI,No
112,5712-AHQNN,Female,29,43,Yes,DSL,Yes,No,1,2749.5,14165113800,2700,3300,1020600,572400.0,GOOGLE,No
113,4846-WHAFZ,Female,55,37,Yes,DSL,No,No,1,2295.0,18878151900,3000,2400,5600400,197400.0,DROPBOX,Yes
114,5256-SKJGO,Female,54,64,No,FTTB,Yes,Yes,1,1638.0,160200,1800,2100,40200,5400.0,EDONKEY,No
115,3071-VBYPO,Male,19,3,Yes,DSL,Yes,No,1,2695.5,106200,1200,2100,46200,5400.0,STARCRAFT,No
116,9560-BBZXK,Female,43,36,No,FTTB,No,No,1,931.5,15073716600,1200,900,178200,199800.0,TelegramChat,No
117,5299-RULOA,Female,26,10,Yes,DSL,Yes,Yes,1,3007.5,96000,600,1500,18600,0.0,HTTP_CONNECT,Yes
118,8402-OOOHJ,Female,54,41,Yes,DOCSIS,No,No,2,619.5,2498714100,2400,2700,1230900,236700.0,DEEZER,No
119,9445-ZUEQE,Male,52,27,Yes,DSL,No,No,0,2556.0,150510600,1800,2100,149400,299400.0,UBUNTUONE,No
120,1091-SOZGA,Female,38,56,Yes,DSL,Yes,Yes,0,2994.0,20197077600,2400,3300,47700,48900.0,TOR,No
121,2928-HLDBA,Female,32,6,Yes,DOCSIS,No,No,1,621.0,121479000,19500,17400,22234500,820800.0,TOR,No
122,0404-SWRVG,Male,20,3,Yes,DSL,No,No,2,2232.0,3560784900,7500,6000,12992400,306000.0,CITRIX,Yes
123,6497-TILVL,Female,53,7,Yes,FTTB,No,No,2,1521.0,48676192500,101400,57300,169647000,14031900.0,POP3,No
124,7219-TLZHO,Female,59,4,Yes,DOCSIS,No,No,0,625.5,177246600,9900,7800,3260700,1160400.0,MQTT,No
125,4622-YNKIJ,Male,62,33,Yes,DSL,Yes,No,2,2668.5,13825295700,14700,10800,15351300,143400.0,TWITCH,No
126,4412-YLTKF,Female,24,27,Yes,DSL,No,No,1,2341.5,166979700,1500,2400,242100,514800.0,YAHOO,Yes
127,6734-PSBAW,Male,24,72,Yes,DOCSIS,No,No,2,706.5,19007194200,4500,4800,538800,294600.0,UNENCRYPED_JABBER,No
128,3930-ZGWVE,Male,44,1,Yes,DOCSIS,No,No,1,592.5,6204826800,95400,76500,122937600,5159400.0,NTP,No
129,2639-UGMAZ,Male,30,71,No,FTTB,Yes,Yes,0,1693.5,13854466200,1500,1200,1193100,215700.0,NETFLIX,No
130,2876-GZYZC,Female,58,13,Yes,DSL,No,Yes,2,2578.5,11475407700,13500,14400,11509200,1767300.0,TWITCH,No
131,6207-WIOLX,Female,29,25,No,FTTB,Yes,Yes,0,1758.0,43166002500,24600,32700,14130000,19853700.0,SSH,Yes
132,8587-XYZSF,Male,39,67,Yes,FTTB,No,No,2,1516.5,4052368500,2400,3000,1890600,236700.0,CLOUDFLARE,No
133,3091-FYHKI,Male,61,1,No,FTTB,No,Yes,2,1063.5,723567900,3300,4800,2941200,115200.0,TelegramChat,Yes
134,2372-HWUHI,Male,33,2,Yes,FTTB,No,No,1,1330.5,1211713800,2700,3000,5977500,399900.0,DROPBOX,Yes
135,7799-LGRDP,Female,57,43,Yes,DOCSIS,No,No,2,771.0,18791768100,19800,19500,8002800,6996000.0,NETFLIX,No
136,7850-VWJUU,Female,63,23,Yes,DSL,No,No,2,2250.0,626400,1800,900,40200,5400.0,NTP,No
137,3774-VBNXY,Female,53,64,Yes,DOCSIS,No,No,0,606.0,465600,1800,2100,49800,5400.0,MSSQL,No
138,6217-KDYWC,Male,24,57,Yes,DOCSIS,No,No,2,588.0,380400,1800,1500,40200,5400.0,APPLE,No
139,0390-DCFDQ,Female,25,1,Yes,DSL,No,No,2,2113.5,13831080900,1200,300,102900,0.0,CITRIX,Yes
140,3146-MSEGF,Female,41,72,Yes,FTTB,Yes,Yes,0,2641.5,33051797100,12300,11400,3605700,897600.0,SSH,No
141,4080-OGPJL,Female,41,8,Yes,FTTB,No,Yes,0,2134.5,54056372100,5700,6300,602700,154800.0,ORACLE,Yes
142,1095-WGNGG,Female,19,61,Yes,DSL,Yes,Yes,0,3031.5,3074769000,1800,1800,185700,278400.0,APPLE_ITUNES,No
143,2636-SJDOU,Male,43,64,Yes,DSL,No,No,1,2529.0,383570700,3300,4500,3117600,475200.0,MSSQL,No
144,1131-QQZEB,Male,30,71,Yes,DOCSIS,No,No,0,718.5,3279217200,5400,5400,4644000,563100.0,UBUNTUONE,No
145,5716-EZXZN,Female,44,65,Yes,DSL,Yes,No,2,2971.5,3194724900,5100,6300,4459200,639900.0,NetBIOS,No
146,6837-BJYDQ,Male,39,3,Yes,DOCSIS,No,No,2,588.0,3187929300,1800,3000,1901700,226200.0,TEAMVIEWER,No
147,2135-RXIHG,Male,50,1,Yes,FTTB,No,No,2,1369.5,151200,3900,1800,6952200,0.0,IP_ICMP,Yes
148,6440-DKQGE,Male,18,30,Yes,FTTB,Yes,No,2,1935.0,206100,1200,1500,53400,0.0,SSH,No
149,3466-BYAVD,Male,42,15,Yes,FTTB,No,Yes,0,2085.0,197100,600,1500,34800,0.0,TelegramChat,No
150,3780-YVMFA,Female,19,8,Yes,FTTB,Yes,Yes,0,2056.5,39846900,3000,3300,217200,10800.0,TOR,No
151,3874-EQOEP,Male,60,7,Yes,DSL,Yes,Yes,1,2850.0,3158475600,6600,5100,4285200,166200.0,APPLE,Yes
152,1679-JRFBR,Female,44,70,Yes,DSL,Yes,Yes,2,3244.5,16814228700,75900,33300,182651700,311100.0,SKINNY,No
153,9073-ZZIAY,Male,56,62,Yes,FTTB,Yes,Yes,0,2583.0,117446281500,241200,119400,693438000,1111200.0,HTTP_PROXY,No
154,3077-RSNTJ,Female,45,6,Yes,DOCSIS,No,No,1,591.0,135242100,10800,7800,16473600,562800.0,OPENSIGNAL,No
155,6551-GNYDG,Female,58,14,Yes,DSL,No,Yes,2,2427.0,2991300,2100,3900,463200,7200.0,MICROSOFT,No
156,9167-APMXZ,Female,42,22,Yes,DSL,Yes,No,1,2524.5,15614980500,19800,12900,9566100,3792900.0,IMAP,No
157,2749-CTKAJ,Male,25,22,Yes,DOCSIS,No,No,0,604.5,150300,1800,1500,40200,5400.0,SKYPE,No
158,6371-NZYEG,Male,35,16,Yes,FTTB,Yes,No,1,1927.5,100800,1500,1500,28500,5400.0,SSL_NO_CERT,No
159,7554-NEWDD,Male,50,10,Yes,DOCSIS,No,No,0,771.0,15863343300,13800,12000,560400,1861200.0,CITRIX,No
160,8992-VONJD,Female,58,13,Yes,FTTB,No,No,0,1680.0,10500,3000,0,88500,0.0,FTP_DATA,No
161,0867-MKZVY,Female,24,20,Yes,DSL,No,No,0,2472.0,13802061900,900,600,256500,0.0,FACEBOOK,Yes
162,4482-EWFMI,Female,19,2,Yes,DSL,No,No,0,2091.0,269700,1800,1500,49800,9000.0,MICROSOFT,No
163,4648-YPBTM,Male,25,53,Yes,FTTB,No,Yes,1,2217.0,3133162200,3600,2700,4042800,702000.0,UPNP,No
164,2907-ILJBN,Female,44,11,Yes,DOCSIS,No,No,1,618.0,4446822600,12600,13200,2232900,7080600.0,TelegramChat,No
165,6345-FZOQH,Male,32,69,Yes,DOCSIS,No,No,0,597.0,564714000,1500,1800,42300,170400.0,IP_ICMP,No
166,3376-BMGFE,Female,46,4,Yes,DSL,No,No,2,2127.0,781159500,10800,9000,1809900,3081600.0,EDONKEY,Yes
167,5997-OPVFA,Male,58,72,Yes,FTTB,Yes,Yes,1,2671.5,3123728700,1800,900,271800,1249800.0,HTTP_DOWNLOAD,No
168,3445-HXXGF,Male,63,58,No,FTTB,No,Yes,2,1359.0,6100800,2400,2100,11400,132600.0,STARCRAFT,Yes
169,1159-WFSGR,Female,28,16,Yes,DOCSIS,No,No,1,612.0,85611683700,29100,36600,2703300,3003900.0,APPLE,No
170,7654-YWJUF,Male,64,43,Yes,DSL,No,No,2,2527.5,11138400,2400,2700,11400,124200.0,EBAY,No
171,1875-QIVME,Female,60,2,Yes,DSL,Yes,Yes,2,3132.0,9007624800,2400,1800,1856400,614400.0,HTTP_PROXY,Yes
172,6727-IOTLZ,Male,33,14,Yes,FTTB,Yes,Yes,1,2458.5,3012601200,3600,3600,470400,292800.0,HTTP_CONNECT,No
173,0691-JVSYA,Female,34,53,Yes,DSL,Yes,Yes,1,2845.5,351867600,4500,5400,2289300,1258800.0,GMAIL,Yes
174,5918-VUKWP,Female,62,32,Yes,DOCSIS,No,No,0,616.5,570078877500,71700,55800,12497400,2938500.0,CLOUDFLARE,No
175,1744-JHKYS,Female,43,34,Yes,DOCSIS,No,No,1,741.0,341506500,27300,25500,47847000,266100.0,EBAY,No
176,2656-FMOKZ,Female,34,15,Yes,DSL,No,No,1,2233.5,7188430500,14100,11400,18569100,1312800.0,SIMET,Yes
177,2070-FNEXE,Female,35,7,Yes,DSL,No,No,1,2293.5,37512579000,70200,43500,104998200,2880600.0,OPENSIGNAL,Yes
178,5947-SGKCL,Female,18,15,Yes,DSL,Yes,Yes,0,3160.5,493363800,1200,1500,45600,170400.0,EASYTAXI,No
179,3712-PKXZA,Male,35,61,Yes,DOCSIS,No,No,2,616.5,320400,1500,1800,117000,0.0,YAHOO,No
180,6317-YPKDH,Female,42,1,No,FTTB,No,No,1,898.5,2419251600,3000,2400,145200,260100.0,TOR,Yes
181,6582-OIVSP,Female,39,1,Yes,FTTB,No,No,1,1359.0,33594655800,251400,261600,467809500,2358300.0,HTTP,No
182,9367-WXLCH,Male,28,8,Yes,DSL,No,Yes,0,2535.0,8250900,900,900,74100,108600.0,MAIL_IMAPS,Yes
183,5524-KHNJP,Male,43,33,Yes,FTTB,Yes,Yes,1,2242.5,973180800,10500,7200,16334400,2063400.0,GMAIL,No
184,1918-ZBFQJ,Female,22,13,Yes,DSL,No,No,1,2377.5,817363200,15000,16800,14480700,1390200.0,TOR,Yes
185,1024-GUALD,Female,41,1,No,FTTB,No,No,0,744.0,872965200,5400,3600,790200,4735200.0,IMAP,Yes
186,4827-USJHP,Male,38,20,Yes,FTTB,No,No,2,1554.0,159158797800,60300,56700,15676800,12533700.0,SIMET,No
187,8167-GJLRN,Male,50,3,No,FTTB,No,No,0,912.0,16042954800,4200,6000,2147100,456300.0,HTTP,No
188,0956-SYCWG,Female,42,13,Yes,DOCSIS,No,No,2,589.5,21748785300,25500,21600,37917900,1390500.0,TOR,No
189,8017-UVSZU,Female,18,40,Yes,FTTB,No,No,2,1698.0,331546800,2700,2400,341100,1426200.0,UBUNTUONE,No
190,7100-FQPRV,Male,30,43,Yes,FTTB,No,Yes,2,2157.0,282813000,1800,3000,973800,105600.0,OFFICE_365,No
191,2472-OVKUP,Male,50,6,Yes,DSL,No,Yes,0,2730.0,82247700,1200,900,749700,101700.0,MQTT,Yes
192,2984-RGEYA,Female,57,69,Yes,DOCSIS,No,No,0,592.5,450930300,66300,46500,0,3524400.0,EBAY,No
193,9680-NIAUV,Female,23,72,Yes,DSL,Yes,Yes,1,3291.0,34445155500,14400,14100,635700,886800.0,EDONKEY,No
194,2146-EGVDT,Male,42,59,Yes,DOCSIS,No,No,1,579.0,182492700,2100,3300,1554300,1085700.0,OSCAR,No
195,2604-IJPDU,Female,45,20,Yes,DSL,Yes,No,0,2896.5,38408170500,9900,10500,5253300,1958100.0,HTTP_CONNECT,No
196,9178-JHUVJ,Male,62,24,Yes,DOCSIS,No,No,2,723.0,25647900,1800,2400,54900,175800.0,HTTP_DOWNLOAD,No
197,6168-YBYNP,Male,64,59,Yes,DSL,Yes,Yes,1,3340.5,80268000,2700,3300,1488900,833100.0,TelegramChat,No
